x (km),y (km),z (km),xdot (km/s),ydot (km/s),zdot (km/s),sq,v1,v2,v3,dw1 (rad/s),dw2 (rad/s),dw3 (rad/s),thrust1 (N),thrust2 (N),thrust3 (N),tau1 (rad/s^2),tau2 (rad/s^2),tau3 (rad/s^2),x0,Maximum Iterations,ts,N,MPC Loops,posCost,velCost,quatCost,angualarCost,thrustCost,torqueCost,thrustMax,torqueMax,Constraint Type,Trial,converged?,infNorm
-0.0747585,-1.36948,0.0284422,-0.000420161,0.00030875,0.000848157,0.246749,-0.666625,0.486305,-0.508168,0.00119313,-0.000723695,0.00191909,-0.00944545,-0.00886833,-0.00374516,-9.96077e-05,9.95417e-05,-9.94322e-05,-0.0747585,9,10,100,19,100000,100,1e+06,1e+07,100000,1e+10,0.01,0.0001,Euler,120,yes,0.000722788
-0.0795342,-1.31347,0.0363995,-0.000605534,0.010886,0.000741026,0.255722,-0.667043,0.482967,-0.506363,-0.0038912,0.00333772,-0.0029787,-0.00997798,-0.00987194,-0.00535574,-9.99964e-05,9.99936e-05,-9.96469e-05,-1.36948,
-0.0939777,-1.14789,0.0471064,-0.00246226,0.0221462,0.00140711,0.304064,-0.657739,0.477877,-0.496544,-0.0091481,0.00719939,-0.00840117,-0.00999781,-0.00999335,0.00639297,-0.000100009,0.000100009,-6.48388e-05,0.0284422,
-0.0865629,-0.874462,0.0503809,0.00371073,0.0325725,-0.000616467,0.389289,-0.631598,0.469081,-0.479054,-0.0150068,0.00946301,-0.0135223,0.00337764,0.00568478,0.00460678,-0.000100006,0.000100008,-8.37987e-05,-0.000420161,
-0.0365955,-0.565082,0.0315489,0.00645928,0.0295405,-0.00309131,0.508223,-0.57615,0.45508,-0.450153,-0.0211276,0.0116376,-0.0211315,0.00991428,0.00939921,-0.00677567,3.52003e-05,9.98644e-05,-9.96771e-05,0.00030875,
0.00606173,-0.314758,0.00136864,0.00252226,0.0208312,-0.003238,0.645849,-0.489474,0.432479,-0.395245,-0.02247,0.0154152,-0.0258856,0.00976351,0.00458784,-0.0072298,9.97874e-05,9.22743e-05,-8.11099e-05,0.000848157,
0.0192207,-0.146197,-0.021498,0.000562996,0.0132047,-0.00174304,0.777276,-0.385172,0.38866,-0.310471,-0.0231311,0.0185644,-0.026302,0.00908232,-0.00295051,-0.00787656,9.83505e-05,-9.89889e-05,7.74353e-05,0.246749,
0.0168305,-0.0602993,-0.0206128,-0.000632869,0.00414679,0.00134124,0.874271,-0.282408,0.323729,-0.225943,-0.019004,0.0165999,-0.0181644,0.00295308,0.000261028,-0.00344408,3.30928e-05,-5.64478e-05,9.99394e-05,-0.666625,
0.0101884,-0.0291151,-0.0119894,-0.000561771,0.00219884,0.00024786,0.933231,-0.195029,0.254774,-0.161515,-0.0161123,0.0146471,-0.0134285,0.00111005,-0.00129809,-0.000568116,9.01441e-05,8.12179e-05,9.51131e-05,0.486305,
0.00612292,-0.0142711,-0.00790085,-0.000212329,0.000786543,0.000512795,0.968471,-0.127182,0.1853,-0.107258,-0.0109057,0.0150022,-0.0108238,2.26776e-06,-0.000133501,-0.000383533,8.81301e-05,-8.57049e-05,7.20926e-05,-0.508168,
0.00330747,-0.00726562,-0.00410726,-0.000341911,0.000616735,0.000240754,0.987072,-0.0811465,0.121688,-0.0652165,-0.00743392,0.0113296,-0.00661429,0.000571612,-0.00048063,-0.000262101,6.34999e-05,-8.97068e-05,3.58314e-05,0.00119313,
